,Tweets,id,len,date,time,source,likes,retweets
604,@ikramvora We have escalated your request with Dadar Traffic Division for necessary action.,1576787634252181505,91,2022-10-03,04:14:01,Twitter Web App,0,0
605,@manishsamant93 We have escalated your request with Sakinaka Traffic Division for necessary action.,1576787339904311297,99,2022-10-03,04:12:51,Twitter Web App,1,0
606,@RaghavS01463449 Action taken on above mentioned vehicle u/s 122/177 of M.V.Act.,1576787109020827649,80,2022-10-03,04:11:56,Twitter Web App,3,0
607,@ek_mumbaikar We have escalated your request with Jogeshwari Traffic Division for necessary action.,1576785128071647232,99,2022-10-03,04:04:04,Twitter Web App,0,0
608,@JuhuSoc We have escalated your request with Santacruz Traffic Division for necessary action.,1576784555490521088,93,2022-10-03,04:01:47,Twitter Web App,0,0
609,@PallaviRao1706 We have escalated your request with Dadar Traffic Division for necessary action.,1576784027054264321,96,2022-10-03,03:59:41,Twitter Web App,0,0
610,@ek_mumbaikar We request you that if the address you provided is not sufficient send us the full address,1576783887283326977,104,2022-10-03,03:59:08,Twitter Web App,0,0
611,@ImmanuelRajanN1 We have escalated your request with Chembur Traffic Division for necessary action.,1576780115874177024,99,2022-10-03,03:44:09,Twitter Web App,0,0
612,@rbshetty We have escalated your request with Vikroli Traffic Division for necessary action.,1576779149330423808,92,2022-10-03,03:40:18,Twitter Web App,0,0
613,@Nkshah98004661 We are sharing your concern with Kurla Traffic Division for necessary stringent action.,1576778177061392384,103,2022-10-03,03:36:27,Twitter Web App,0,0
614,@Kaizadiranio We have escalated your request with Byculla  Traffic Division for necessary action.,1576777660981645312,97,2022-10-03,03:34:24,Twitter Web App,1,0
615,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1576776330812669955,99,2022-10-03,03:29:07,Twitter Web App,0,0
616,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1576775736534278145,99,2022-10-03,03:26:45,Twitter Web App,0,0
617,@mehraamol We are sharing your concern with Sakinaka Traffic Division for necessary stringent action.,1576774522119725059,101,2022-10-03,03:21:55,Twitter Web App,0,0
618,@sunnystrategic We have forwarded your concern to Ghatkopar Traffic Division for necessary action.,1576773178579292161,98,2022-10-03,03:16:35,Twitter Web App,0,0
619,@BhaktiMargVoice Mulund Traffic Division has been informed for prompt action.,1576770224719740930,77,2022-10-03,03:04:51,Twitter Web App,3,0
620,@speaknow007 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1576769308142641152,102,2022-10-03,03:01:12,Twitter Web App,0,0
621,@Kamranshk8433 We are sharing your concern with Nagpada Traffic Division for necessary stringent action.,1576767265118167040,104,2022-10-03,02:53:05,Twitter Web App,1,1
622,@saggy_spidey99 We have forwarded your concern to Jogeshwari Traffic Division for necessary action.,1576686379311824896,99,2022-10-02,21:31:40,Twitter Web App,7,2
623,@Prakashmisshra We are sharing your concern with BKC Traffic Division for necessary stringent action.,1576685864616267776,101,2022-10-02,21:29:38,Twitter Web App,1,0
624,@gleefulblogger We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576642983188758531,96,2022-10-02,18:39:14,Twitter Web App,3,0
625,@MarolMoVo We have escalated your request with MIDC Traffic Division for necessary action.,1576640727400210432,90,2022-10-02,18:30:16,Twitter Web App,4,1
626,@AnkitDParab1 We have informed concern Traffic Division of the necessary action.,1576640118831468544,80,2022-10-02,18:27:51,Twitter Web App,0,0
627,@zyksstar We have informed Powai Traffic Division of the necessary action.,1576629890136145920,74,2022-10-02,17:47:12,Twitter Web App,82,2
628,@KuturAbhishek Action has been taken against the 7 Vehicles under section 122 M.V.A.,1576619267105075200,84,2022-10-02,17:05:00,Twitter Web App,0,0
629,@Ahtcsvhub We have informed concern Traffic Division of the necessary action.,1576608321166925824,77,2022-10-02,16:21:30,Twitter Web App,0,0
630,@KuturAbhishek We have informed concern Traffic Division of the necessary action.,1576601803390476288,81,2022-10-02,15:55:36,Twitter Web App,0,0
631,@KuturAbhishek We have escalated your request with DN Nagar Traffic Division for necessary action.,1576600686216691714,98,2022-10-02,15:51:10,Twitter Web App,0,0
632,@se40561934 We have forwarded your concern to @mybmc for necessary action Promptly.,1576597277010849792,83,2022-10-02,15:37:37,Twitter Web App,1,0
633,@sunchan47297916 The Kurla traffic division has been alerted about necessary actions.,1576577066807349250,85,2022-10-02,14:17:18,Twitter Web App,0,0
634,@BasrurDurgesh The Goregaon traffic division has been alerted about necessary actions.,1576575886354132998,86,2022-10-02,14:12:37,Twitter Web App,1,0
635,@NishaPr75450847 The Santacruz traffic division has been alerted about necessary actions.,1576575309394022402,89,2022-10-02,14:10:19,Twitter Web App,1,0
636,@SRahivashi The Dadar traffic division has been alerted about necessary actions.,1576574641597865985,80,2022-10-02,14:07:40,Twitter Web App,1,0
637,@VijayUllal The DN Nagar traffic division has been alerted about necessary actions.,1576569859496108032,83,2022-10-02,13:48:40,Twitter Web App,0,0
638,@SachinBHILARE6 The Goregaon traffic division has been alerted about necessary actions.,1576569318028251136,87,2022-10-02,13:46:31,Twitter Web App,3,0
639,@vijay2kumar8 The Dindoshi traffic division has been alerted about necessary actions.,1576568659761561601,85,2022-10-02,13:43:54,Twitter Web App,0,0
640,@M_A_Khan_Adv DN Nagar Traffic Division has been informed for prompt action.,1576568088606441473,76,2022-10-02,13:41:38,Twitter Web App,2,0
641,@emkyub We have escalated your request with DN Nagar Traffic Division for necessary action.,1576567797026476039,91,2022-10-02,13:40:28,Twitter Web App,0,0
642,@DeniShah77 We request you to provide exact location details for further action.,1576567141759086594,80,2022-10-02,13:37:52,Twitter Web App,0,0
643,@varunpgd The Borivali traffic division has been alerted about necessary actions.,1576561897935360000,81,2022-10-02,13:17:02,Twitter Web App,0,0
644,@swapnilp79 We have intimated your concern to Mankhurd traffic branch for necessary action.,1576560724008382464,91,2022-10-02,13:12:22,Twitter Web App,0,0
645,@Ahtcsvhub The Bandra traffic division has been alerted about necessary actions.,1576556974019596288,80,2022-10-02,12:57:28,Twitter Web App,0,0
646,@GanemSalauddin The Santacruz traffic division has been alerted about necessary actions.,1576556858214871041,88,2022-10-02,12:57:00,Twitter Web App,2,0
647,@SouthMumbai2 Tardeo Traffic Division has been informed for prompt action.,1576556638437543936,74,2022-10-02,12:56:08,Twitter Web App,0,0
648,@SUNILSI63910812 Kurla Traffic Division has been informed for prompt action.,1576555710435188736,76,2022-10-02,12:52:27,Twitter Web App,1,0
649,@SUNILSI63910812 We request you that if the address you provided is not sufficient send us the full address,1576554511329816581,107,2022-10-02,12:47:41,Twitter Web App,0,0
650,@neerajbhallaa The Dindoshi traffic division has been alerted about necessary actions.,1576553645143130115,86,2022-10-02,12:44:14,Twitter Web App,4,0
651,@DhangarHanmanta The Santacruz traffic division has been alerted about necessary actions.,1576551402180333569,89,2022-10-02,12:35:19,Twitter Web App,0,0
652,@kpsheth15 We have escalated your request with Azad maidan Traffic Division for necessary action.,1576549515188133890,97,2022-10-02,12:27:49,Twitter Web App,0,0
653,@MumbaiPolice The Worli traffic division has been alerted about necessary actions.,1576545871818153995,82,2022-10-02,12:13:21,Twitter Web App,12,1
654,@EmployeeFight The Matunga traffic division has been alerted about necessary actions.,1576538750275833857,85,2022-10-02,11:45:03,Twitter Web App,0,0
655,@iamhari_16 The Goregaon traffic division has been alerted about necessary actions.,1576534730484244483,83,2022-10-02,11:29:05,Twitter Web App,0,1
656,@JuhuSoc The Tardeo traffic division has been alerted about necessary actions.,1576534304493957122,78,2022-10-02,11:27:23,Twitter Web App,0,0
657,@Vickeey6 The chembur traffic division has been alerted about necessary actions.,1576532367346278400,80,2022-10-02,11:19:41,Twitter Web App,0,0
658,@swapnilambure68 The Worli traffic division has been alerted about necessary actions.,1576527261154435073,85,2022-10-02,10:59:24,Twitter Web App,0,0
659,@panaaru The Borivali traffic division has been alerted about necessary actions.,1576526331185020928,80,2022-10-02,10:55:42,Twitter Web App,0,0
660,@thebettermumbai The Santacruz traffic division has been alerted about necessary actions.,1576525972379090945,89,2022-10-02,10:54:16,Twitter Web App,0,0
661,@swapnilambure68 We request you that if the address you provided is not sufficient send us the full address,1576524683242971137,107,2022-10-02,10:49:09,Twitter Web App,0,0
662,@Twitk2022 The marine drive traffic division has been alerted about necessary actions.,1576524130106556417,86,2022-10-02,10:46:57,Twitter Web App,0,0
663,@Pravinshetra The DN Nagar traffic division has been alerted about necessary actions.,1576523884186116096,85,2022-10-02,10:45:59,Twitter Web App,0,0
664,@pawar_monil The Kalbadevi traffic division has been alerted about necessary actions.,1576510992833339395,85,2022-10-02,09:54:45,Twitter Web App,0,0
665,@vpgada The Mulund traffic division has been alerted about necessary actions.,1576510430117126144,77,2022-10-02,09:52:31,Twitter Web App,0,0
666,@MunwaniNamrata The Tardeo traffic division has been alerted about necessary actions.,1576508660758388738,85,2022-10-02,09:45:29,Twitter Web App,0,0
667,@MumbaiPolice The Tardeo traffic division has been alerted about necessary actions.,1576506619457785857,83,2022-10-02,09:37:22,Twitter Web App,6,0
668,@swapnilambure68 We request you to provide exact location details for further action.,1576505750926475265,85,2022-10-02,09:33:55,Twitter Web App,0,0
669,@TahaRaj15 The Colaba traffic division has been alerted about necessary actions.,1576503648464490497,80,2022-10-02,09:25:34,Twitter Web App,1,0
670,@RamkumarIyer68 The chembur traffic division has been alerted about necessary actions.,1576502086593675264,86,2022-10-02,09:19:22,Twitter Web App,0,0
671,@akhil_chawan The dadar traffic division has been alerted about necessary actions.,1576501840836820992,82,2022-10-02,09:18:23,Twitter Web App,0,0
672,@matbar_murtuza The Malad traffic division has been alerted about necessary actions.,1576501049174548480,84,2022-10-02,09:15:14,Twitter Web App,1,0
673,@KunalSangoi3 The Sahar traffic division has been alerted about necessary actions.,1576494783463190529,82,2022-10-02,08:50:20,Twitter Web App,0,0
674,@iamsandesh007 Respected Please email Multimediacell.traffic@mahapolice.gov.in,1576480297482219520,78,2022-10-02,07:52:47,Twitter Web App,0,0
675,@ZRSoldier1 The Oshiwara traffic division has been alerted about necessary actions.,1576478998070104064,83,2022-10-02,07:47:37,Twitter Web App,0,0
676,@akhil_chawan The Dadar traffic division has been alerted about necessary actions.,1576478234614501377,82,2022-10-02,07:44:35,Twitter Web App,0,0
677,@Ahtcsvhub The Goregaon traffic division has been alerted about necessary actions.,1576477701308702720,82,2022-10-02,07:42:28,Twitter Web App,0,0
678,@iamsandesh007 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576477509943578624,95,2022-10-02,07:41:42,Twitter Web App,0,0
679,@Ahtcsvhub The Goregaon traffic division has been alerted about necessary actions.,1576473746679832577,82,2022-10-02,07:26:45,Twitter Web App,0,0
680,@Ahtcsvhub The Goregaon traffic division has been alerted about necessary actions.,1576471045581656065,82,2022-10-02,07:16:01,Twitter Web App,0,0
681,@QuarantinoGuy The Kurla traffic division has been alerted about necessary actions.,1576470838349398016,83,2022-10-02,07:15:11,Twitter Web App,0,0
682,@mangal256 We have escalated your request with Malad Traffic Division for necessary action.,1576469304949673985,91,2022-10-02,07:09:06,Twitter Web App,3,0
683,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1576469021712470016,99,2022-10-02,07:07:58,Twitter Web App,0,0
684,@KuturAbhishek We have intimated your concern to D.N.Nagar traffic branch for necessary action.,1576468354193186817,95,2022-10-02,07:05:19,Twitter Web App,0,0
685,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1576467873806966785,99,2022-10-02,07:03:25,Twitter Web App,0,0
686,@samir_thakker We have escalated your request with Malbarhill Traffic Division for necessary action,1576466481339985920,99,2022-10-02,06:57:53,Twitter Web App,1,0
687,@Ahtcsvhub We have shared your concern with @mybmc for necessary action Promptly.,1576466107912753153,81,2022-10-02,06:56:24,Twitter Web App,0,0
688,@Avinash01557273 We have escalated your request with Oshiwara Traffic Division for necessary action.,1576465036343582722,100,2022-10-02,06:52:08,Twitter Web App,0,0
689,@Ahtcsvhub We have escalated your request with Goregoan Traffic Division for necessary action.,1576463148889931776,94,2022-10-02,06:44:38,Twitter Web App,0,0
690,@samir_thakker We request you to provide exact location details for further action.,1576462886758600704,83,2022-10-02,06:43:36,Twitter Web App,0,0
691,@KaraokeMohan @SagarKantharia @MumbaiPolice We request you to provide exact location details for further action.,1576462538560061441,112,2022-10-02,06:42:13,Twitter Web App,0,0
692,@sujayshetty Respected Please email Multimediacell.traffic@mahapolice.gov.in,1576460525327695874,76,2022-10-02,06:34:13,Twitter Web App,0,0
693,@INDNFTS We have escalated your request with Borivali  Traffic Division for necessary action.,1576455924717232129,93,2022-10-02,06:15:56,Twitter Web App,0,0
694,@ZRSoldier1 We have intimated your concern to Oshiwara  traffic branch for necessary action.,1576453568244043780,92,2022-10-02,06:06:34,Twitter Web App,0,0
695,@sujayshetty We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576449153688694785,93,2022-10-02,05:49:01,Twitter Web App,0,0
696,@AnishRa36213214 We have forwarded your concern to Goregaon Traffic Division for necessary action.,1576431675931648001,98,2022-10-02,04:39:34,Twitter Web App,0,0
697,@vijayku01129982 Matunga Traffic Division has been informed for prompt action.,1576422237313245186,78,2022-10-02,04:02:04,Twitter Web App,0,0
698,@EmployeeFight We have escalated your request with Matunga  Traffic Division for necessary action.,1576409017202548736,98,2022-10-02,03:09:32,Twitter Web App,1,0
699,@rajivsharma2012 We have shared your concern with @mybmc for necessary action Promptly.,1576394993844961280,87,2022-10-02,02:13:49,Twitter Web App,1,0
700,@SunayanaSunny We have intimated your concern to Marin drive traffic branch for necessary action.,1576391639957852161,97,2022-10-02,02:00:29,Twitter Web App,0,0
701,@SunayanaSunny We have intimated your concern to Marin drive traffic branch for necessary action.,1576391115636281345,97,2022-10-02,01:58:24,Twitter Web App,0,0
702,@Sshivi08 We request you that if the address you provided is not sufficient send us the full address,1576298382196293633,100,2022-10-01,19:49:55,Twitter Web App,1,1
703,@patelmj Tardeo Traffic Division has been informed for prompt action.,1576296756295266304,69,2022-10-01,19:43:27,Twitter Web App,0,0
704,@arman_parve Bandra Traffic Division has been informed for prompt action.,1576294124218482688,73,2022-10-01,19:32:59,Twitter Web App,0,0
705,@arz_elch91 Please provide the exact location for necessary action,1576293256953856000,66,2022-10-01,19:29:33,Twitter Web App,0,0
706,@arman_parve Please provide the exact location for necessary action,1576293096794439680,67,2022-10-01,19:28:55,Twitter Web App,1,1
707,@lokendr88928200 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576283900719964160,97,2022-10-01,18:52:22,Twitter Web App,0,0
708,@LadiaShagun We have intimated your concern to malad  traffic branch for necessary action.,1576283046268895232,90,2022-10-01,18:48:58,Twitter Web App,0,0
709,@MumbaiPolice We have informed concern jogeshwari Traffic Division of the necessary action.,1576281987437846529,91,2022-10-01,18:44:46,Twitter Web App,2,1
710,@whisleblower22 We have escalated your request with Kurla Traffic Division for necessary action.,1576281294886957062,96,2022-10-01,18:42:01,Twitter Web App,3,0
711,@umanngjain We are sharing your concern with vakola Traffic Division for necessary stringent action.,1576270730097872896,100,2022-10-01,18:00:02,Twitter Web App,0,0
712,@umanngjain We are sharing your concern with Santacruz Traffic Division for necessary stringent action.,1576270153683066880,103,2022-10-01,17:57:44,Twitter Web App,0,0
713,@Shantanuwitty We request you that if the address you provided is not sufficient send us the full address,1576267733628354563,105,2022-10-01,17:48:07,Twitter Web App,0,0
714,@Ahtcsvhub We have shared your concern with @mybmc for necessary action Promptly.,1576258275028258816,81,2022-10-01,17:10:32,Twitter Web App,0,0
715,@ajayhinduja2 We have intimated your concern to Dadar traffic branch for necessary action.,1576247545180741632,90,2022-10-01,16:27:54,Twitter Web App,0,0
716,@srikant_pillai We have intimated your concern to Kandivali traffic branch for necessary action.,1576246888575029248,96,2022-10-01,16:25:18,Twitter Web App,0,0
717,@Rathod56626912 We request you that if the address you provided is not sufficient send us the full address,1576246695314145280,106,2022-10-01,16:24:32,Twitter Web App,0,0
718,@murarkas We have informed Malada  Traffic Division of the necessary action,1576242573575737344,75,2022-10-01,16:08:09,Twitter Web App,0,0
719,@hasanainshikari Please provide the exact location for necessary action,1576237336165199872,71,2022-10-01,15:47:20,Twitter Web App,0,0
720,@gaargiez We have escalated your request with Concerned Traffic Division for necessary action.,1576231948690735104,94,2022-10-01,15:25:56,Twitter Web App,1,0
721,@BlueAvengers1 We have escalated your request with Sakinaka Traffic Division for necessary action.,1576231214301659136,98,2022-10-01,15:23:01,Twitter Web App,0,0
722,@aloosesona We are sharing your concern with Matunga Traffic Division for necessary stringent action.,1576229767421906945,101,2022-10-01,15:17:16,Twitter Web App,1,1
723,@VK_Andheri We have forwarded your concern to Concerned Traffic Division for necessary action.,1576229508985733120,94,2022-10-01,15:16:14,Twitter Web App,0,0
724,@VK_Andheri We have forwarded your concern to D.N Nagar Traffic Division for necessary action.,1576229319705100288,94,2022-10-01,15:15:29,Twitter Web App,0,0
725,@coloursster We have intimated your concern to Concerned traffic branch for necessary action.,1576227090680029186,93,2022-10-01,15:06:37,Twitter Web App,0,0
726,@iamhari_16 We request you that if the address you provided is not sufficient send us the full address,1576222011579240448,102,2022-10-01,14:46:27,Twitter Web App,0,0
727,@surelaks . We are sharing your concern with Dindoshi Traffic Division for necessary stringent action.,1576221464239345664,102,2022-10-01,14:44:16,Twitter Web App,0,0
728,@RutujaKadav concerned Traffic Division has been informed for prompt action.,1576221316125847553,76,2022-10-01,14:43:41,Twitter Web App,1,0
729,@sandeep0387 We have informed Santacruz Traffic Division of the necessary action.,1576218720505974787,81,2022-10-01,14:33:22,Twitter Web App,2,0
730,@chetan201994 . We have informed Santacruz Traffic Division of the necessary action.,1576218094426419200,84,2022-10-01,14:30:53,Twitter Web App,0,0
731,@IndianVikas_987 We are sharing your concern with Santacruz Traffic Division for necessary stringent action.,1576213630491586561,108,2022-10-01,14:13:08,Twitter Web App,0,0
732,@KhilanShah15 We have informed Mulund Traffic Division of the necessary action.,1576213349972393985,79,2022-10-01,14:12:01,Twitter Web App,2,0
733,@Pawankumarkewal We have informed Mulund Traffic Division of the necessary action.,1576213169374044160,82,2022-10-01,14:11:18,Twitter Web App,0,0
734,@anish_shah77 . We have escalated your request with Tardeo Traffic Division for necessary action.,1576212717014171649,97,2022-10-01,14:09:31,Twitter Web App,1,0
735,@Pawankumarkewal We have informed Mulund Traffic Division of the necessary action.,1576211497134325761,82,2022-10-01,14:04:40,Twitter Web App,0,0
736,@SagarKantharia Please provide the exact location for necessary action.,1576208828361629696,71,2022-10-01,13:54:03,Twitter Web App,8,0
737,@truthseeker7280 We have forwarded your concern to Mulund Traffic Division for necessary action.,1576207999130927105,96,2022-10-01,13:50:46,Twitter Web App,0,0
738,@ritesh_kadam We have forwarded your concern to Kandivali Traffic Division for necessary action.,1576194272646164481,96,2022-10-01,12:56:13,Twitter Web App,0,0
739,@VK_Andheri We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1576191257147121664,99,2022-10-01,12:44:14,Twitter Web App,0,0
740,@ritesh_kadam We request you that if the address you provided is not sufficient send us the full address,1576189534382874624,104,2022-10-01,12:37:23,Twitter Web App,0,0
741,@mumbaisocialNGO We are sharing your concern with Santacruz Traffic Division for necessary stringent action,1576189029099327488,107,2022-10-01,12:35:23,Twitter Web App,0,0
742,@DINESHS97086561 We have forwarded your concern to Chembur Traffic Division for necessary action.,1576188385873448960,97,2022-10-01,12:32:50,Twitter Web App,0,0
743,@IdiotsRoads We request you that if the address you provided is not sufficient send us the full address,1576188203370827777,103,2022-10-01,12:32:06,Twitter Web App,0,0
744,@BhaktiMargVoice We are sharing your concern with Mulund Traffic Division for necessary stringent action.,1576187698531819520,105,2022-10-01,12:30:06,Twitter Web App,0,0
745,@p9819834605 We are sharing your concern with Goregaon Traffic Division for necessary stringent action.,1576187075635748864,103,2022-10-01,12:27:37,Twitter Web App,1,0
746,@ShardulMahadik3 We have informed concern Traffic Division of the necessary action.,1576185978594607105,83,2022-10-01,12:23:16,Twitter Web App,0,0
747,@superselector5 . We have informed concern Traffic Division of the necessary action.,1576184217406357504,84,2022-10-01,12:16:16,Twitter Web App,0,0
748,@ImmanuelRajanN1 Action taken on above mentioned vehicle u/s Sec 122/177 MVAMVA.,1576183840858480640,80,2022-10-01,12:14:46,Twitter Web App,0,0
749,@superselector5 We have forwarded your concern to Malad Traffic Division for necessary action.,1576182011550523392,94,2022-10-01,12:07:30,Twitter Web App,0,0
750,@SatyenMehta1 We are sharing your concern with Matunga Traffic Division for necessary stringent action.,1576181444094742528,103,2022-10-01,12:05:14,Twitter Web App,0,0
751,@mukeshmjv We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576178926904176640,91,2022-10-01,11:55:14,Twitter Web App,0,0
752,@VK_Andheri We have escalated your request with Oshiwara Traffic Division for necessary action,1576177729417773056,94,2022-10-01,11:50:29,Twitter Web App,0,0
753,@IdiotsRoads We have escalated your request with Wadala Traffic Division for necessary action.,1576176614336970752,94,2022-10-01,11:46:03,Twitter Web App,1,0
754,@superselector5 We have informed concern Traffic Division of the necessary action.,1576175743339417601,82,2022-10-01,11:42:35,Twitter Web App,0,0
755,@RaghavS01463449 . We are sharing your concern with Matunga Traffic Division for necessary stringent action.,1576175298696990720,108,2022-10-01,11:40:49,Twitter Web App,0,0
756,@superselector5 We have informed concern Traffic Division of the necessary action.,1576173695109775361,82,2022-10-01,11:34:27,Twitter Web App,0,0
757,@DhavalMehta0311 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576173346147815426,97,2022-10-01,11:33:04,Twitter Web App,1,0
758,@superselector5 We have intimated your concern to Vakola traffic branch for necessary action.,1576170810191925248,93,2022-10-01,11:22:59,Twitter Web App,0,0
759,@VK_Andheri We have forwarded your concern to Sahar Traffic Division for necessary action.,1576169024248942592,90,2022-10-01,11:15:53,Twitter Web App,0,0
760,@SureshSGupta We have forwarded your concern to Powai Traffic Division for necessary action.,1576168688838799360,92,2022-10-01,11:14:33,Twitter Web App,0,0
761,@MrUnknownS01 We have forwarded your concern to Kurla Traffic Division for necessary action.,1576166107517308928,92,2022-10-01,11:04:18,Twitter Web App,0,0
762,@VHarsh30 Please provide the exact location for necessary action.,1576165651252510720,65,2022-10-01,11:02:29,Twitter Web App,0,0
763,@iTwistRules We have intimated your concern to Ghatkopar traffic branch for necessary action.,1576162586860564480,93,2022-10-01,10:50:19,Twitter Web App,0,0
764,@superselector5 We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1576161253499625472,103,2022-10-01,10:45:01,Twitter Web App,0,0
765,@iTwistRules We have intimated your concern to Ghatkopar  traffic branch for necessary action.,1576160303863111682,94,2022-10-01,10:41:14,Twitter Web App,4,1
766,@rolster20 We have escalated your request with Dharavi Traffic Division for necessary action.,1576159728626847744,93,2022-10-01,10:38:57,Twitter Web App,2,0
767,@ImmanuelRajanN1 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1576158952554782721,106,2022-10-01,10:35:52,Twitter Web App,0,0
768,@rolster20 Please provide the exact location for necessary action,1576158389595385857,65,2022-10-01,10:33:38,Twitter Web App,1,0
769,@superselector5 We have intimated your concern to Malad  traffic branch for necessary action.,1576155825067806727,93,2022-10-01,10:23:26,Twitter Web App,0,0
770,@Rajkuma61628801 We have requested @Navimumpolice traffic division to look into this as they can help the best in their jurisdiction.,1576155509731708929,133,2022-10-01,10:22:11,Twitter Web App,0,0
771,@BoleTuu We have forwarded your concern to Bandra  Traffic Division for necessary action.,1576154753767075840,89,2022-10-01,10:19:11,Twitter Web App,1,0
772,@Drishym52300160 We have forwarded your concern to Santacruz  Traffic Division for necessary action.,1576149790122856448,100,2022-10-01,09:59:28,Twitter Web App,1,0
773,@Raj_Zeus We have escalated your request with Mulund Traffic Division for necessary action.,1576149264626896896,91,2022-10-01,09:57:22,Twitter Web App,0,1
774,@AjayGheelajay Action has been taken against the 17 Vehicles under MVA section 122/MVA.,1576139708760891392,87,2022-10-01,09:19:24,Twitter Web App,0,0
775,@ajayhinduja2 Please provide the exact location for necessary action.,1576136605881946112,69,2022-10-01,09:07:04,Twitter Web App,0,0
776,@Kaushalvaghani We have intimated your Borivali  to traffic branch for necessary action.,1576135039997181954,88,2022-10-01,09:00:51,Twitter Web App,0,0
777,@ZahidFKhambatti We have intimated your concern to Midc traffic branch for necessary action.,1576132631053234176,92,2022-10-01,08:51:17,Twitter Web App,1,0
778,@Pawankumarkewal We have informed Mulund Traffic Division of the necessary action.,1576125792710406145,82,2022-10-01,08:24:06,Twitter Web App,0,0
779,@mumbaimatterz We request you that if the address you provided is not sufficient send us the full address,1576123516734214144,105,2022-10-01,08:15:04,Twitter Web App,4,0
780,@AjayGheelajay We are sharing your concern with Goregaon Traffic Division for necessary stringent action.,1576122553214521344,105,2022-10-01,08:11:14,Twitter Web App,0,0
781,@NageshKalasgau1 Please provide the exact location for necessary action.,1576120074229796866,72,2022-10-01,08:01:23,Twitter Web App,1,0
782,@mumbaimatterz We have intimated your concern to Chembur  traffic branch for necessary action.,1576118359644459008,94,2022-10-01,07:54:34,Twitter Web App,0,0
783,@gautamadarsh We are sharing your concern with Malad Traffic Division for necessary stringent action.,1576117218202378240,101,2022-10-01,07:50:02,Twitter Web App,0,0
784,@tweetquick11 Please provide the exact location for necessary action,1576115450630447106,68,2022-10-01,07:43:00,Twitter Web App,2,0
785,@monil2403 We are sharing your concern with BKC Traffic Division for necessary stringent action.,1576113898180161537,96,2022-10-01,07:36:50,Twitter Web App,0,0
786,@GowaliaTank2636 We have escalated your request with Tardeo Traffic Division for necessary action.,1576110481672003584,98,2022-10-01,07:23:16,Twitter Web App,0,0
787,@Vicshah007 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576109814878375936,92,2022-10-01,07:20:37,Twitter Web App,0,0
788,@CVVSDutt1 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1576108148112269312,91,2022-10-01,07:13:59,Twitter Web App,1,0
789,@Akshay57447965 We have informed concern Traffic Division of the necessary action.,1576106431874334720,82,2022-10-01,07:07:10,Twitter Web App,0,0
790,@shivangkhanna99 We are sharing your concern with DN Nagar Traffic Division for necessary stringent action.,1576104830950440960,107,2022-10-01,07:00:48,Twitter Web App,1,0
791,@shailesh_jathar We have forwarded your concern to Sahar Traffic Division for necessary action.,1576098002606772224,95,2022-10-01,06:33:40,Twitter Web App,0,0
792,@Shreyayayayaaa We are sharing your concern with Mankhurd Traffic Division for necessary stringent action.,1576096912809201664,106,2022-10-01,06:29:21,Twitter Web App,0,0
793,@BhaktiMargVoice Action taken on above mentioned vehicle u/s Sec 122/177 MVAMVA,1576093507990667264,79,2022-10-01,06:15:49,Twitter Web App,1,0
794,@nayankhinvasara We have forwarded your concern to Dadar Traffic Division for necessary action.,1576090832309927936,95,2022-10-01,06:05:11,Twitter Web App,0,0
795,@MeMumbaikar16 We have forwarded your concern to Midc Traffic Division for necessary action.,1576089200650178560,92,2022-10-01,05:58:42,Twitter Web App,0,0
796,@BhaktiMargVoice We have forwarded your concern to Mulund  Traffic Division for necessary action.,1576087405286674432,97,2022-10-01,05:51:34,Twitter Web App,1,0
797,@abhisheksoni121 We have intimated your concern to Worli  traffic branch for necessary action.,1576086019656404993,94,2022-10-01,05:46:04,Twitter Web App,0,0
798,@Ambadnyamahesh We have forwarded your concern to Matunga  Traffic Division for necessary action.,1576084196707008512,97,2022-10-01,05:38:49,Twitter Web App,0,0
799,@abhisheksoni121 Please provide the exact location for necessary action.,1576082035583512577,72,2022-10-01,05:30:14,Twitter Web App,0,0
800,@amitrege76 We have escalated your request with Midc Traffic Division for necessary action.,1576081224996556804,91,2022-10-01,05:27:00,Twitter Web App,0,0
801,@Akshay_thakur16 We have forwarded your concern to Borivali Traffic Division for necessary action.,1576079044122066945,98,2022-10-01,05:18:20,Twitter Web App,1,0
